id,name,relationship,relative,relativename
Q57454,"Hans-Adam II, Prince of Liechtenstein",child,Q311308,
Q57454,"Hans-Adam II, Prince of Liechtenstein",child,Q5428603,
Q57454,"Hans-Adam II, Prince of Liechtenstein",child,Q5428633,
Q57454,"Hans-Adam II, Prince of Liechtenstein",child,Q877624,
Q57454,"Hans-Adam II, Prince of Liechtenstein",father,Q165674,
Q57454,"Hans-Adam II, Prince of Liechtenstein",mother,Q255679,
Q57454,"Hans-Adam II, Prince of Liechtenstein",sibling,Q453463,
Q57454,"Hans-Adam II, Prince of Liechtenstein",sibling,Q676450,
Q57454,"Hans-Adam II, Prince of Liechtenstein",spouse,Q238233,
Q76598032,Katrin Eggenberger,relative,Q9106974,
